# Khong et al. yeast stress granule transcriptome, Table S2
# Changed #DIV/0! and NS values to NA
#gene_ID	gene_name	avReads(SG)	avReads(Total)	FC(SG/tot)	p-value	SG classification	length	5prime UTR length	ORF length	3primeUTR length	codon optimality	initiation rate	ribosome density	class (Chartron et al. )	t1/2 (Neymotin et al.)	fraction GC content
ORF	gene	avReads.sg	avReads.total	foldchange.sg.total	p.value	sg.classification	length	length.utr5	length.orf	length.utr3	codon.optimality	initiation.rate	ribosome.density	class.chartron	halflife.min	fraction.gc
YNL080C	EOS1	3409.914992	2915.957136	1.169398188	NA	neither	1269	89	1101	79	0.411444142	1.75324E-05	0.8071	TMD	7.1	0.434333333
YPL103C	FMP30	2100.428083	1797.914433	1.16825809	NA	neither	1689	23	1407	259	0.411513859	NA	0.4207	TMD	12.8	0.411
YOR274W	MOD5	2302.028218	1971.604535	1.167591258	NA	neither	1506	59	1287	160	0.445221445	8.9829E-06	0.3092	Cytonuclear	6.5	0.391
YAL026C-A	YAL026C-A	879.1672436	753.3954829	1.166939892	NA	neither	438	0	438	0	NA	1.1029E-05	NA	NA	8.3	NA
YDR319C	YFT2	1854.811274	1589.862515	1.166648849	NA	neither	1015	137	825	53	0.392727273	NA	0.2509	TMD	66.6	0.356333333
YMR101C	SRT1	122.1371107	104.7399014	1.166099157	NA	neither	1186	0	1032	154	0.380813953	NA	NA	TMD	NA	0.341333333
YGR022C	YGR022C	17.25461297	14.79727676	1.166066787	NA	neither	473	0	330	143	NA	4.20442E-05	NA	NA	NA	NA
YDR324C	UTP4	5136.871528	4405.701967	1.165959833	NA	neither	2485	0	2331	154	0.46975547	NA	0.8943	Cytonuclear	6.6	0.367
YER121W	YER121W	535.9882838	459.7113527	1.165923532	NA	neither	572	118	345	109	0.443478261	2.43871E-05	NA	Cytonuclear	60.2	0.4
YNL063W	MTQ1	1363.72325	1169.734335	1.165840148	NA	neither	1187	150	945	92	0.412698413	1.72564E-05	0.2346	mito	12.5	0.423333333
YDL205C	HEM3	5809.601431	4983.240016	1.165828138	NA	neither	1274	201	984	89	0.527439024	2.29448E-05	0.4981	Cytonuclear	9.6	0.415666667
YLR045C	STU2	6978.901235	5988.134654	1.16545496	NA	neither	2916	39	2667	210	0.431946007	2.34857E-05	1.0114	Cytonuclear	7	0.396333333
YEL004W	YEA4	804.7933894	691.0199077	1.164645737	NA	neither	1253	164	1029	60	0.38483965	4.75535E-05	0.5412	Exception	25.2	0.351666667
YGR010W	NMA2	2028.991905	1742.713696	1.164271509	NA	neither	1188	0	1188	0	0.452020202	1.31989E-05	1.0999	Cytonuclear	11.5	0.407666667
YPL183C	RTT10	6754.807024	5802.317661	1.164156708	NA	neither	3174	37	3042	95	0.440828402	0.000151179	0.5266	Cytonuclear	8.2	0.372
YMR061W	RNA14	4528.077523	3890.618555	1.163845147	NA	neither	2158	12	2034	112	0.442477876	3.68923E-05	0.2922	Cytonuclear	10	0.352666667
YMR010W	YMR010W	4322.346969	3714.718724	1.163573151	NA	neither	1637	274	1218	145	0.418719212	1.97624E-05	0.8123	TMD	10	0.358
YMR261C	TPS3	20341.33157	17484.34246	1.163402719	NA	neither	3457	171	3165	121	0.521327014	7.20424E-05	3.1744	Exception	9.6	0.398666667
YMR283C	RIT1	1727.847579	1485.827091	1.162886038	NA	neither	1831	214	1542	75	0.416342412	2.10131E-05	0.4752	Cytonuclear	10.4	0.375
YGL004C	RPN14	1872.224429	1610.469471	1.162533326	NA	neither	1254	0	1254	0	0.435406699	2.51315E-05	0.4734	Cytonuclear	10.3	0.391666667
YMR267W	PPA2	2532.922255	2182.034237	1.160807751	NA	neither	1192	103	933	156	0.421221865	NA	0.5903	mito	53.1	0.375333333
YDR231C	COX20	1801.537271	1552.023524	1.16076673	NA	neither	791	26	618	147	0.441747573	1.96714E-05	0.4095	mito	12.9	0.475666667
YNL230C	ELA1	1398.248751	1204.833042	1.160533204	NA	neither	1680	84	1140	456	0.460526316	NA	NA	Cytonuclear	7	0.416666667
YML093W	UTP14	6155.660391	5305.923541	1.160148718	NA	neither	2858	0	2700	158	0.53	0.000108076	1.446	Cytonuclear	6	0.393666667
YDR357C	CNL1	2935.715411	2531.195918	1.159813584	NA	neither	482	75	369	38	0.422764228	2.77378E-05	0.484	Cytonuclear	28.2	0.355
YJL055W	YJL055W	9792.599363	8443.830393	1.159734256	NA	neither	822	21	738	63	0.475609756	2.83885E-05	0.6291	Cytonuclear	16	0.433666667
YIL004C	BET1	1785.516591	1539.8307	1.159553833	NA	neither	720	18	560	142	0.342657343	2.55602E-05	0.7476	TA	26.6	0.396666667
YLR101C	YLR101C	603.7727152	520.856613	1.159191801	NA	neither	396	0	396	0	NA	NA	NA	NA	24.2	NA
YGR139W	YGR139W	9.989452757	8.618181238	1.159113795	NA	neither	339	0	339	0	NA	2.21777E-05	NA	NA	NA	NA
YJL081C	ARP4	5534.27402	4778.475937	1.158167184	NA	neither	1623	30	1470	123	0.440816327	NA	0.4991	Cytonuclear	14.2	0.401333333
YJR161C	COS5	1294.142764	1117.754995	1.157805396	NA	neither	1152	0	1152	0	0.4453125	9.59027E-06	NA	Exception	14.9	0.385666667
YOR089C	VPS21	4870.742699	4207.466946	1.157642534	NA	neither	699	44	633	22	0.507109005	2.88871E-05	0.5655	Exception	8.1	0.417
YOR166C	SWT1	2238.94107	1934.37255	1.157450808	NA	neither	1626	75	1377	174	0.455337691	NA	0.2095	Cytonuclear	13.5	0.356333333
YBR268W	MRPL37	1587.30263	1372.97281	1.156106384	NA	neither	420	7	318	95	0.396226415	1.16232E-05	0.8909	mito	26.8	0.462333333
YHR193C-A	YHR193C-A	24.78258168	21.44054228	1.155874761	NA	neither	375	0	375	0	NA	2.11045E-05	NA	NA	NA	NA
YGR141W	VPS62	3273.81202	2833.165845	1.155531374	NA	neither	1549	46	1404	99	0.386752137	3.35765E-05	0.4786	TMD	8.9	0.420333333
YDR143C	SAN1	4824.620651	4175.342927	1.15550285	NA	neither	1964	45	1833	86	0.497545008	0.000174003	2.245	Cytonuclear	6.4	0.433333333
YML113W	DAT1	1382.04045	1196.1734	1.155384705	NA	neither	946	72	747	127	0.389558233	3.67076E-05	0.9583	Cytonuclear	6.9	0.498
YDR007W	TRP1	2447.398312	2119.103414	1.154921603	NA	neither	902	109	675	118	0.422222222	NA	0.2721	Cytonuclear	10.9	0.421
YKR023W	YKR023W	1511.434878	1308.98804	1.154659043	NA	neither	1760	49	1593	118	0.436911488	NA	0.8785	Cytonuclear	6.7	0.377333333
YCR102C	YCR102C	414.8851911	359.4120653	1.154344083	NA	neither	1194	0	1107	87	0.569105691	8.3731E-05	NA	Cytonuclear	16.5	0.442666667
YIL038C	NOT3	7735.184162	6701.021506	1.154329106	NA	neither	2867	219	2511	137	0.455197133	4.40057E-05	2.0299	Cytonuclear	7.9	0.392333333
YER161C	SPT2	2822.132935	2444.913823	1.154287283	NA	neither	1273	25	1002	246	0.395209581	3.43952E-05	1.0934	Cytonuclear	7.1	0.41
YLR286C	CTS1	56473.15295	48948.06196	1.15373624	NA	neither	2067	232	1689	146	0.545293073	NA	3.2411	SS	NA	0.408666667
YLR181C	VTA1	2114.935263	1833.97854	1.153195208	NA	neither	1170	75	993	102	0.36858006	1.36904E-05	0.8223	Cytonuclear	9.7	0.393666667
YKL162C	YKL162C	690.5168237	599.1113439	1.152568434	NA	neither	1209	0	1209	0	0.382133995	7.15759E-05	NA	mito	5.9	0.363
YNL185C	MRPL19	2177.174163	1889.673993	1.152142735	NA	neither	681	99	477	105	0.364779874	8.2019E-05	1.8485	mito	9.4	0.43
YPL134C	ODC1	1538.265507	1335.373666	1.15193638	NA	neither	1229	16	933	280	0.469453376	5.71679E-05	0.3295	mito	11.3	0.445666667
YPR067W	ISA2	2290.881198	1988.861128	1.151855786	NA	neither	739	48	558	133	0.435483871	5.55561E-05	1.2946	mito	9.2	0.374333333
YDL217C	TIM22	1625.18791	1411.286146	1.151565127	NA	neither	925	156	624	145	0.389423077	4.91083E-05	1.2988	TMD	11	0.431
YKL053C-A	MDM35	2353.528427	2043.954263	1.151458459	NA	neither	424	74	261	89	0.402298851	1.21842E-05	1.8148	Cytonuclear	NA	0.425333333
YJR060W	CBF1	3897.452679	3384.818913	1.151450869	NA	neither	1769	123	1056	590	0.471590909	2.52738E-05	1.1854	Cytonuclear	8.3	0.449
YOR256C	TRE2	7140.752281	6205.320445	1.150746741	NA	neither	2594	119	2430	45	0.418518519	2.7552E-05	0.6	TMD	7.7	0.369333333
YER053C	PIC2	3750.460652	3259.751217	1.150535855	NA	neither	1122	99	903	120	0.46179402	3.22706E-05	0.5913	mito	12.7	0.395333333
YGR261C	APL6	9753.569322	8481.467823	1.149986008	NA	neither	2533	37	2430	66	0.459259259	NA	0.7345	Cytonuclear	8.4	0.375666667
YFL030W	AGX1	785.5769526	683.3874034	1.14953385	NA	neither	1370	125	1158	87	0.474093264	NA	NA	Cytonuclear	16.2	0.467
YMR239C	RNT1	1571.678255	1368.540721	1.148433678	NA	neither	1585	50	1416	119	0.413135593	7.97251E-06	0.2812	Cytonuclear	18.2	0.358
YBR226C	YBR226C	54.94167558	47.88400211	1.147391053	NA	neither	411	0	411	0	NA	2.10058E-05	NA	NA	NA	NA
YHR050W-A	YHR050W-A	98.47428195	85.83193281	1.147291908	NA	neither	171	0	171	0	0.333333333	4.95765E-05	0.2006	Cytonuclear	10.8	0.333333333
YFL029C	CAK1	1658.727388	1445.79048	1.147280613	NA	neither	1205	50	1107	48	0.441734417	3.92003E-05	0.4695	Cytonuclear	14.9	0.414666667
YJL154C	VPS35	13260.66944	11558.67991	1.147247743	NA	neither	2918	55	2835	28	0.456084656	9.07177E-06	0.8968	Cytonuclear	8.1	0.374
YAR018C	KIN3	2924.303079	2549.599377	1.146965718	NA	neither	1392	40	1308	44	0.456422018	4.18506E-05	1.1739	Cytonuclear	9.5	0.393
YAR023C	YAR023C	480.8727461	419.2832229	1.14689241	NA	neither	847	267	540	40	0.394444444	0.000211101	NA	Exception	18.7	0.401666667
YML010W	SPT5	13157.55318	11472.64068	1.146863529	NA	neither	3276	41	3192	43	0.522556391	2.95059E-05	4.0893	Cytonuclear	9	0.432666667
YPL125W	KAP120	7762.492236	6769.044835	1.146763306	NA	neither	3139	0	3099	40	0.461761859	0.000190761	0.6702	Cytonuclear	8.5	0.351666667
YOR360C	PDE2	3229.822649	2817.014736	1.146540914	NA	neither	1883	221	1581	81	0.44971537	NA	0.1889	Cytonuclear	15.1	0.358666667
YGR226C	YGR226C	1.602138057	1.397439218	1.14648139	NA	neither	210	0	210	0	NA	7.81358E-05	NA	NA	NA	NA
YLR094C	GIS3	3709.512214	3237.274242	1.145875183	NA	neither	1693	72	1509	112	0.437375746	1.49549E-05	1.9572	Cytonuclear	5.5	0.453
YKL204W	EAP1	4618.378008	4030.646321	1.145815743	NA	neither	2065	18	1899	148	0.434439179	0.000109161	4.447	Cytonuclear	6.4	0.408666667
YGR153W	YGR153W	615.6163899	537.3976531	1.145550946	NA	neither	815	96	654	65	0.399082569	2.89576E-05	0.4028	Cytonuclear	28.4	0.393
YDR073W	SNF11	1593.25785	1391.706118	1.144823486	NA	neither	1157	154	510	493	0.335294118	1.92261E-05	1.2962	Cytonuclear	10.9	0.407666667
YBR138C	YBR138C	1581.607462	1381.56276	1.144795957	NA	neither	1755	55	1575	125	0.411428571	1.04784E-05	0.6715	Cytonuclear	5.6	0.354333333
YBR157C	ICS2	2058.19885	1798.025971	1.144699178	NA	neither	1048	178	768	102	0.42578125	1.15838E-05	0.4404	Cytonuclear	25.5	0.388
YML121W	GTR1	1911.960153	1670.917612	1.144257586	NA	neither	1250	136	933	181	0.421221865	3.44682E-05	0.2773	Cytonuclear	12.9	0.381666667
YBL035C	POL12	3411.016099	2981.037619	1.144237858	NA	neither	2364	187	2118	59	0.466005666	5.66088E-05	2.569	Cytonuclear	8.1	0.394333333
YPL229W	YPL229W	472.0615227	412.9059931	1.143266338	NA	neither	882	59	621	202	0.468599034	1.48158E-05	0.8737	Cytonuclear	3.2	0.418666667
YPL140C	MKK2	2252.556147	1973.518091	1.141391182	NA	neither	1845	154	1521	170	0.439842209	NA	0.3707	Cytonuclear	9.5	0.401
YNL109W	YNL109W	62.75446596	54.98105457	1.141383454	NA	neither	546	0	546	0	NA	1.69011E-05	NA	NA	NA	NA
YPL049C	DIG1	5617.773383	4922.273036	1.14129658	NA	neither	1628	104	1359	165	0.399558499	NA	1.4763	Cytonuclear	9	0.483666667
YNL314W	DAL82	1024.84387	898.1184904	1.141100958	NA	neither	875	21	768	86	0.390625	1.26092E-05	0.446	Cytonuclear	13.3	0.443
YLR271W	YLR271W	1251.967666	1097.170699	1.141087405	NA	neither	1203	148	825	230	0.389090909	4.78901E-05	0.2966	Cytonuclear	8.3	0.361333333
YAL025C	MAK16	1868.683658	1637.814137	1.140961979	NA	neither	1110	24	921	165	0.54723127	6.97902E-05	0.9943	mito	6.1	0.422333333
YDL123W	SNA4	729.0572238	639.1593585	1.140650159	NA	neither	485	51	423	11	0.460992908	0.000202446	NA	Exception	6.8	0.463333333
YNL154C	YCK2	11529.55102	10111.69698	1.140219198	NA	neither	2163	318	1641	204	0.488117002	NA	1.496	Cytonuclear	8.4	0.397666667
YNL119W	NCS2	1752.951493	1537.792428	1.139914244	NA	neither	1615	0	1482	133	0.439271255	1.27299E-05	0.2661	Cytonuclear	34.6	0.342333333
YGL207W	SPT16	23938.54775	21004.86204	1.139666983	NA	neither	3328	94	3108	126	0.519305019	3.75628E-05	3.8529	Cytonuclear	9.3	0.371666667
YLR299C-A	YLR299C-A	6.121266695	5.37951271	1.137884977	NA	neither	93	0	93	0	NA	2.23485E-05	NA	NA	NA	NA
YDR315C	IPK1	945.7383064	831.3687586	1.137567772	NA	neither	923	0	846	77	0.372340426	NA	0.2781	Cytonuclear	36.6	0.339333333
YLR144C	ACF2	4420.036703	3885.526125	1.137564531	NA	neither	2400	7	2340	53	0.430769231	0.000128776	0.7903	Cytonuclear	8.4	0.385333333
YIL107C	PFK26	5173.758129	4548.117552	1.137560336	NA	neither	2682	160	2484	38	0.446859903	2.14838E-05	0.4781	Cytonuclear	9.9	0.375333333
YFL026W	STE2	24385.01405	21444.88374	1.137101714	NA	neither	1499	31	1296	172	0.44212963	5.56085E-05	0.5192	TMD	NA	0.377
YGL016W	KAP122	9578.160037	8428.757178	1.136366825	NA	neither	3246	0	3246	0	0.489833641	NA	1.1892	Cytonuclear	10.5	0.357333333
YNL195C	YNL195C	762.6194965	671.1586095	1.136273134	NA	neither	878	0	786	92	0.503816794	1.2018E-05	NA	Cytonuclear	12	0.475666667
YER130C	COM2	6653.813009	5856.820491	1.136079383	NA	neither	1510	86	1332	92	0.470720721	NA	0.2886	Cytonuclear	13.7	0.380666667
YLL046C	RNP1	97.30379637	85.6672025	1.135834877	NA	neither	750	0	750	0	0.392	3.95387E-05	NA	Cytonuclear	NA	0.333333333
YGR240C-A	YGR240C-A	140.8795163	124.0473779	1.135691207	NA	neither	372	0	201	171	0.28358209	2.16213E-05	NA	Cytonuclear	4.2	0.343333333
YBR248C	HIS7	6832.414017	6018.176551	1.135296374	NA	neither	1790	82	1659	49	0.495479204	3.14878E-05	0.8545	Cytonuclear	12.4	0.414
YGR036C	CAX4	851.5657072	750.7476298	1.134290237	NA	neither	720	0	720	0	0.4	9.87118E-06	0.5164	TMD	15.2	0.380666667
YMR185W	RTP1	2876.885585	2538.42001	1.133337105	NA	neither	2979	1	2946	32	0.443991853	4.37939E-05	0.231	Cytonuclear	18.3	0.344
YDR222W	YDR222W	2479.429068	2188.238697	1.133070661	NA	neither	1471	71	1248	152	0.483173077	1.96656E-05	0.9025	Cytonuclear	9.7	0.367666667
YLR410W	VIP1	14435.57999	12743.28682	1.132798797	NA	neither	3567	46	3441	80	0.473408893	NA	2.8744	Cytonuclear	7.8	0.390333333
YLR143W	DPH6	3186.37836	2812.94935	1.132753549	NA	neither	2292	38	2058	196	0.451895044	3.10344E-05	0.4343	Cytonuclear	6.5	0.368
YPL221W	FLC1	18510.34048	16345.43933	1.132446801	NA	neither	2576	21	2382	173	0.492443325	4.30741E-05	0.6821	SSTMD	12.1	0.427333333
YMR093W	UTP15	4233.508715	3738.663026	1.132358997	NA	neither	1709	65	1542	102	0.461089494	6.09402E-05	0.9657	Cytonuclear	7.5	0.405333333
YOR301W	RAX1	2530.51968	2235.075407	1.132185371	NA	neither	1599	7	1308	284	0.428899083	3.85972E-05	1.5005	TMD	8.4	0.467
YKR029C	SET3	3385.53876	2990.784885	1.13199006	NA	neither	2309	0	2256	53	0.385638298	NA	0.9248	Cytonuclear	6.8	0.363333333
YPR017C	DSS4	557.8060984	493.0049111	1.131441261	NA	neither	591	16	432	143	0.451388889	1.07401E-05	0.7043	Cytonuclear	6.6	0.393666667
YLR134W	PDC5	2715.583805	2400.170501	1.131412874	NA	neither	1929	138	1692	99	0.84929078	0.000206578	NA	Exception	9.6	0.422
YOR213C	SAS5	1627.270851	1438.561929	1.131178866	NA	neither	1167	108	747	312	0.341365462	2.26239E-05	0.2811	Cytonuclear	10	0.395
YMR119W-A	YMR119W-A	424.3222042	375.2679546	1.130717928	NA	neither	456	0	375	81	NA	3.65012E-06	NA	NA	9	NA
YHR022C	YHR022C	226.5839782	200.4330352	1.13047222	NA	neither	771	0	771	0	0.459143969	1.16135E-05	0.0851	Cytonuclear	25.5	0.376
YOR179C	SYC1	537.2613997	475.3327816	1.130284762	NA	neither	816	26	567	223	0.433862434	5.82326E-06	0.5432	Cytonuclear	14.3	0.393333333
YGL017W	ATE1	2258.291519	1999.511709	1.129421503	NA	neither	1612	35	1512	65	0.430555556	1.76996E-05	0.265	Cytonuclear	13.2	0.419666667
YLR375W	STP3	6404.421253	5673.349572	1.12886068	NA	neither	1124	0	1032	92	0.427325581	6.39911E-05	0.451	Cytonuclear	10.4	0.466333333
YGL237C	HAP2	1178.08352	1044.326617	1.128079569	NA	neither	2173	83	798	1292	0.428571429	4.47817E-05	1.575	Cytonuclear	7.9	0.447333333
YGL219C	MDM34	4250.652804	3768.483468	1.127947844	NA	neither	1445	0	1380	65	0.432608696	NA	1.2347	mito	6.3	0.401666667
YNL234W	YNL234W	1195.98078	1060.47308	1.127780424	NA	neither	1386	31	1281	74	0.414519906	2.40025E-05	NA	Cytonuclear	9.6	0.381666667
YOL066C	RIB2	2891.375377	2564.254344	1.127569651	NA	neither	1845	29	1776	40	0.454391892	7.0198E-05	0.5674	Cytonuclear	9.9	0.438333333
YDL148C	NOP14	4903.500535	4349.628204	1.127337856	NA	neither	2708	44	2433	231	0.512946979	4.93522E-06	1.3608	Cytonuclear	6.8	0.363666667
YDR370C	DXO1	1563.22947	1386.676132	1.12732125	NA	neither	1386	0	1329	57	0.39503386	2.18E-05	0.1395	Cytonuclear	24.2	0.364666667
YNL046W	YNL046W	1485.830644	1318.077078	1.127271439	NA	neither	767	93	519	155	0.387283237	5.6711E-05	0.151	TMD	17.3	0.458333333
YNL151C	RPC31	1649.447339	1466.326158	1.124884344	NA	neither	895	49	756	90	0.392857143	3.04875E-05	1.138	Cytonuclear	11.6	0.387333333
YKL170W	MRPL38	1980.619428	1761.147218	1.124618889	NA	neither	630	75	417	138	0.482014388	1.61192E-05	0.7511	mito	36	0.405
YMR138W	CIN4	725.863719	645.7957274	1.123983464	NA	neither	647	1	576	70	0.390625	NA	0.4307	Cytonuclear	12.5	0.415
YCL041C	YCL041C	49.87073345	44.37225911	1.123916935	NA	neither	1048	0	495	553	NA	2.69971E-05	NA	NA	7.2	NA
YBR038W	CHS2	7743.313166	6889.822036	1.123877094	NA	neither	3158	93	2892	173	0.494813278	8.50903E-05	4.199	Exception	6.8	0.403333333
YNL224C	SQS1	3930.432942	3499.415517	1.123168404	NA	neither	2480	76	2304	100	0.454427083	NA	0.6151	Cytonuclear	6.8	0.388666667
YKR077W	MSA2	1443.478257	1285.736292	1.122686096	NA	neither	1225	63	1092	70	0.423076923	0.000351204	2.1817	Cytonuclear	2.6	0.407333333
YOR335C	ALA1	41812.95003	37251.55216	1.122448532	NA	neither	3085	97	2877	111	0.66527633	2.32291E-05	5.0783	Cytonuclear	NA	0.399
YDL248W	COS7	759.4759395	676.9238328	1.12195184	NA	neither	1152	0	1152	0	0.4375	1.30738E-05	NA	TMD	45.4	0.380333333
YLR097C	HRT3	2035.942294	1816.387196	1.120874612	NA	neither	1035	0	1035	0	0.437681159	NA	0.2996	Cytonuclear	20	0.365333333
YDR338C	YDR338C	2480.42923	2213.148949	1.120769224	NA	neither	2316	119	2088	109	0.423850575	NA	0.5456	Exception	12.6	0.405666667
YBR076W	ECM8	215.5733969	192.3849051	1.120531763	NA	neither	1020	0	1020	0	0.445070423	NA	NA	Cytonuclear	NA	0.369
YDR219C	MFB1	2921.268915	2607.477943	1.120342714	NA	neither	1712	122	1398	192	0.360515021	NA	0.517	mito	11	0.351333333
YDL242W	YDL242W	23.14957171	20.6699992	1.119959971	NA	neither	354	0	354	0	NA	8.47217E-05	NA	NA	NA	NA
YOR348C	PUT4	261.6910685	233.7064584	1.119742562	NA	neither	1884	0	1884	0	0.47611465	0.000197873	NA	TMD	12.6	0.522
YDR441C	APT2	803.0416917	717.3320084	1.11948398	NA	neither	861	216	546	99	0.472527473	1.84649E-05	2.0434	Cytonuclear	10.5	0.419333333
YDR479C	PEX29	3259.43567	2911.794875	1.119390551	NA	neither	1665	0	1665	0	0.401801802	NA	0.4772	Exception	11.5	0.397333333
YMR305C	SCW10	20014.77749	17880.11469	1.119387534	NA	neither	1461	126	1170	165	0.602564103	2.42523E-05	3.4512	SS	9.3	0.443
YLL036C	PRP19	3390.573414	3030.676507	1.118751343	NA	neither	1594	45	1512	37	0.416666667	3.40164E-05	0.6061	Cytonuclear	8.9	0.406666667
YFL053W	DAK2	182.0560192	162.7760265	1.118444916	NA	neither	1776	0	1776	0	0.508445946	1.57022E-05	NA	Cytonuclear	NA	0.464
YPR025C	CCL1	2152.441501	1925.255247	1.118003186	NA	neither	1522	21	1182	319	0.411167513	2.16737E-05	0.3821	Cytonuclear	6.5	0.365333333
YDR348C	PAL1	5414.130109	4843.141017	1.117896442	NA	neither	1880	224	1500	156	0.454	5.42204E-05	0.7647	Cytonuclear	8.4	NA
YMR177W	MMT1	2037.694764	1822.834262	1.117871661	NA	neither	1798	70	1533	195	0.465753425	NA	0.5021	mito	5.7	0.387333333
YIR028W	DAL4	187.6158256	167.8517349	1.117747313	NA	neither	1908	0	1908	0	0.493710692	3.28323E-05	NA	Exception	18.6	0.41
YDR261C	EXG2	7156.782648	6407.795333	1.116886897	NA	neither	1848	64	1689	95	0.456483126	0.000231786	1.2357	Exception	10.1	0.399333333
YOR203W	YOR203W	18.53024869	16.59616142	1.11653823	NA	neither	1430	0	354	1076	NA	1.97514E-05	NA	NA	18.5	NA
YDR287W	INM2	2076.682245	1860.151071	1.116405155	NA	neither	973	19	879	75	0.433447099	1.22332E-05	0.8095	Cytonuclear	15.7	0.405
YGL005C	COG7	2176.529198	1951.064597	1.115559783	NA	neither	1197	91	840	266	0.364285714	4.84869E-05	0.3184	Cytonuclear	6	0.352333333
YBR079C	RPG1	28030.49598	25129.06331	1.115461234	NA	neither	2985	26	2895	64	0.676683938	7.12178E-06	3.6333	Cytonuclear	9	0.404666667
YGR231C	PHB2	7142.45427	6404.637885	1.115200328	NA	neither	1156	22	933	201	0.520900322	1.6289E-05	1.0812	mito	11.2	0.419
YBR182C	SMP1	1334.55943	1197.175025	1.11475716	NA	neither	1359	0	1359	0	0.421633554	1.52991E-05	0.1638	Cytonuclear	8.8	0.415666667
YGR112W	SHY1	1560.86467	1400.319757	1.114648753	NA	neither	1395	52	1170	173	0.448717949	0.000043456	0.3662	mito	11.5	0.423333333
YDL025C	RTK1	5213.600523	4677.462983	1.114621439	NA	neither	2154	197	1863	94	0.452495974	6.21919E-05	0.4305	Cytonuclear	8.7	0.401
YJL110C	GZF3	3598.705714	3228.732692	1.11458769	NA	neither	1849	112	1656	81	0.398550725	4.8276E-05	1.1063	Cytonuclear	7.7	0.393666667
YDR239C	YDR239C	2887.300401	2591.858074	1.113988621	NA	neither	2438	28	2364	46	0.41751269	NA	1.4764	Cytonuclear	8	0.399
YPL102C	YPL102C	31.70649979	28.47391937	1.113527765	NA	neither	303	0	303	0	NA	1.86075E-05	NA	NA	2.1	NA
YDL002C	NHP10	1381.412063	1240.64055	1.1134668	NA	neither	944	70	612	262	0.392156863	3.70658E-05	0.4411	Cytonuclear	14	0.379333333
YNL330C	RPD3	4671.16244	4196.636057	1.113073037	NA	neither	1389	52	1302	35	0.428571429	2.14536E-05	0.4018	Cytonuclear	10.1	0.409333333
YNL040W	YNL040W	3031.835	2725.755208	1.112291739	NA	neither	1567	39	1371	157	0.509846827	NA	0.4917	Cytonuclear	16.5	0.392
YMR081C	ISF1	238.5998796	214.5275974	1.112210655	NA	neither	1406	207	1017	182	0.469026549	2.10722E-05	NA	Cytonuclear	37.4	0.404333333
YGR084C	MRP13	3275.10396	2945.087864	1.112056452	NA	neither	1070	0	1020	50	0.414705882	NA	0.5123	mito	9.7	0.395
YIL020C	HIS6	1376.739394	1238.527976	1.111593295	NA	neither	938	53	786	99	0.461832061	1.58329E-05	0.8578	Cytonuclear	10.7	0.390666667
YLR323C	CWC24	923.9794945	831.6676001	1.110996141	NA	neither	780	0	780	0	0.388461538	2.29272E-05	0.4115	Cytonuclear	8.9	0.419
YNL090W	RHO2	2119.825991	1908.143556	1.110936326	NA	neither	843	149	579	115	0.419689119	2.99815E-05	0.5464	Cytonuclear	17.5	0.400666667
YOR177C	MPC54	769.2814784	692.7137925	1.110532931	NA	neither	1395	0	1395	0	0.44516129	2.07064E-05	NA	Cytonuclear	6.2	0.362333333
YDL091C	UBX3	2317.398454	2087.322001	1.110225664	NA	neither	1437	0	1368	69	0.445175439	5.47687E-05	0.4892	TMD	8.9	0.375
YBR017C	KAP104	11337.61875	10213.21988	1.110092496	NA	neither	2883	49	2757	77	0.436343852	4.36359E-05	1.2768	Cytonuclear	8.6	0.389666667
YDL159W	STE7	2229.97192	2008.929089	1.110030181	NA	neither	1708	36	1548	124	0.430232558	6.74424E-06	1.0914	Cytonuclear	11.9	0.382333333
YOR003W	YSP3	1114.204943	1003.892927	1.109884245	NA	neither	1787	178	1437	172	0.407098121	NA	0.1708	SS	13.2	0.399
YHR081W	LRP1	1522.36934	1371.749327	1.109801412	NA	neither	728	48	555	125	0.383783784	3.76301E-05	0.7972	Cytonuclear	8.1	0.369
YMR052W	FAR3	494.4689532	445.5921875	1.109689458	NA	neither	1374	51	615	708	0.375609756	2.36659E-05	0.9263	Cytonuclear	39.9	0.346666667
YBR233W-A	DAD3	694.7718948	626.3716336	1.109200764	NA	neither	560	39	285	236	0.4	1.73372E-05	0.7404	Cytonuclear	36.6	0.386
YPR151C	SUE1	334.246703	301.3463722	1.10917779	NA	neither	1032	151	621	260	0.429951691	NA	NA	Exception	10.8	0.425
YLR267W	BOP2	1221.066375	1101.770628	1.10827639	NA	neither	1859	71	1713	75	0.485113835	NA	NA	Cytonuclear	9.4	0.359
YEL018C-A	YEL018C-A	31.98197357	28.87110593	1.107750207	NA	neither	534	0	534	0	NA	2.69344E-05	NA	NA	NA	NA
YCR018C	SRD1	1306.544401	1179.987974	1.107252302	NA	neither	806	0	666	140	0.454954955	2.87016E-05	0.4035	Cytonuclear	23.6	0.374
YGL185C	YGL185C	1806.931183	1632.16658	1.107075225	NA	neither	1295	92	1140	63	0.442105263	1.94193E-05	0.6187	Cytonuclear	11.8	0.403333333
